# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_otid_01  order by site_no' |# 02/19/2019 21:01:29, llorzol
#
agency_cd	site_no	otid_seq_nu	otid_id	assigner_nm	otid_web_cd	otid_cn	otid_cr	otid_mn	otid_md
5s	15s	9n	15s	15s	1s	8s	25d	8s	25d
USGS	433227118551901	1	10P-30R1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433227118551901	2	23/32-30R1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433231121360301	1	OWRD OBS 1319	OR004	Y	tiffany	19-FEB-2003 21:47:20	tiffany	19-FEB-2003 21:47:20
USGS	433231121360301	2	DEQ 781	ODEQ	Y	tiffany	19-FEB-2003 21:47:20	tiffany	19-FEB-2003 21:47:20
USGS	433231121360301	3	35000136	USGS	Y	tiffany	19-FEB-2003 21:47:20	tiffany	19-FEB-2003 21:47:20
USGS	433231124132201	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433231124132202	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433231124132203	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433231124132204	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433233121300601	1	DEQ 774	ODEQ	Y	tiffany	26-JUN-2001 22:28:08	tiffany	26-JUN-2001 22:28:08
USGS	433233121300601	2	17008977	USGS	Y	tiffany	26-JUN-2001 22:28:08	tiffany	26-JUN-2001 22:28:08
USGS	433236124133301	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433236124133302	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433236124133303	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433236124133304	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433236124133305	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	13-NOV-1987 00:00:00
USGS	433244119364701	1	CHICKAHOMI	NY-BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	433250119050001	1	WELL #4	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433258121575001	1	35000023	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-SEP-1994 00:00:00
USGS	433302124135601	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	20-AUG-1987 00:00:00
USGS	433306124134201	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433306124134202	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433308119563901	1	GLASSBUTTE	BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	433315118505901	1	OIL,WATER	NELL-BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	433316124134301	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433316124134303	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433316124134304	1	OR=886	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	19-SEP-1989 00:00:00
USGS	433316124134305	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	13-NOV-1987 00:00:00
USGS	433318119010501	1	WELL 86	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433318119010501	2	23/31-28D2	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433319124121501	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1987 00:00:00
USGS	433320118531901	2	23/32-28B1	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433320118531901	1	WELL 121	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433322119010101	2	10N-28D1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433322119010101	3	23/31-28D1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433322119010101	1	WELL 85	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433323118551601	1	WELL 112	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433323118551601	2	23/32-20N3	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433323118551701	1	WELL 110	USGS	Y	tiffany	05-DEC-2016 18:35:04	tiffany	05-DEC-2016 18:35:04
USGS	433323124120701	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	20-AUG-1987 00:00:00
USGS	433324118541701	2	23/32-20R1	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433324118541701	1	WELL 114	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433324124133002	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1987 00:00:00
USGS	433325118551701	1	WELL 111	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433325118551701	2	23/32-20N2	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433325118553001	2	23/32-19R1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433325118553001	1	WELL 108	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433327121351701	1	DEQ 788	ODEQ	Y	tiffany	26-JUN-2001 22:28:08	tiffany	26-JUN-2001 22:28:08
USGS	433327121351701	2	35010425	USGS	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433328118382801	1	WELL 138	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433328118382801	2	23/33-22L1	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433328124120101	1	OR-846	JONES	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1987 00:00:00
USGS	433329118574701	2	23/31-23R1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433329118574701	1	WELL 82	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433329121342801	1	DEQ 784	ODEQ	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433329121342801	2	35000192	USGS	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433339122001501	1	35011080	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-SEP-1994 00:00:00
USGS	433340119052001	1	WELL #3	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433343121574701	1	35000019	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-SEP-1994 00:00:00
USGS	433350119045001	1	WELL #1	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433350119052001	1	WELL #2	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433352118101201	1	17050116009501	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:05:20	tiffany	22-JAN-2018 16:05:20
USGS	433354121325301	1	DEQ 785	ODEQ	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433354121325301	2	35000198	USGS	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433405119015901	1	WELL 77	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433405119015901	2	23/31-20C2	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433408119020201	1	WELL 76	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433408119020201	2	23/31-20C1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433409119062601	1	20	PIPER, 1939	Y	tiffany	02-OCT-2018 17:50:29	tiffany	02-OCT-2018 17:50:29
USGS	433413121351201	1	DEQ 791	ODEQ	Y	tiffany	26-JUN-2001 22:28:09	tiffany	26-JUN-2001 22:28:09
USGS	433413121351201	2	35010519	USGS	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433414118561501	1	L93554	OR004	Y	tiffany	27-APR-2017 18:28:16	tiffany	27-APR-2017 18:28:16
USGS	433417118541101	1	WELL 104	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433417118541101	2	23/32-17R1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433437119002901	2	23/31-16K1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433437119002901	1	WELL 65	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433438118551701	1	WELL 103	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433438118551701	2	23/32-17M2	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433440119044001	1	WELL #5	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433442121343201	1	DEQ 793	ODEQ	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433442121343201	2	35010738	USGS	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433445118561701	2	23/32-18E1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433445118561701	1	WELL 105	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433445121352101	1	DEQ 795	ODEQ	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433445121352101	2	35010878	USGS	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433446121310201	1	DEQ 766	ODEQ	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433446121310201	2	17008408	USGS	Y	tiffany	26-JUN-2001 22:28:10	tiffany	26-JUN-2001 22:28:10
USGS	433447118535501	1	WELL 101	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433447118535501	2	23/32-16E1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433448118573601	1	WELL 56	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433448118573601	2	10N-13E1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433448118573601	3	23/31-13E1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433448119010701	2	23/31-16E1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433448119010701	1	10N-16E1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433450118561601	2	23/32-18E3	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433450118561601	1	WELL 107	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433452121320101	1	DEQ 789	ODEQ	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433452121320101	2	35010428	USGS	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433453122022001	1	35010236	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-AUG-1994 00:00:00
USGS	433500119032001	1	WELL #4	OWNER	L	tiffany	16-OCT-2012 20:42:17	tiffany	16-OCT-2012 20:42:17
USGS	433500122024001	1	35000018	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-SEP-1994 00:00:00
USGS	433502118563101	2	23/31-13A1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118563101	1	WELL 53	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118563102	1	WELL 54	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118563102	2	23/31-13A2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118571401	1	WELL 55	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118571401	2	23/31-13C1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118571402	2	23/31-13C2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118571402	1	10N-13C2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118574301	1	WELL 57	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118574301	2	23/31-14A1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118574701	1	WELL 58	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118574701	2	23/31-14A2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118580101	1	WELL 59	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502118580101	2	23/31-14B1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502119032901	2	23/31-18F1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502119032901	1	WELL 72	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433502121321801	1	DEQ 794	ODEQ	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433502121321801	2	35010745	USGS	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433504118580501	1	WELL 60	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433504118580501	2	23/31-14B2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506118581601	1	WELL 61	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506118581601	2	23/31-14C1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119013701	2	23/31-17B1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119013701	1	WELL 66	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119015201	2	23/31-17C1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119015201	1	WELL 67	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021001	1	WELL 68	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021001	2	23/31-17D1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021301	1	WELL 69	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021301	2	23/31-17D2	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021302	2	23/31-17D3	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433506119021302	1	WELL 70	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433507118345501	1	142	PIPER, 1939	Y	tiffany	02-OCT-2018 17:50:30	tiffany	02-OCT-2018 17:50:30
USGS	433507118591101	2	23/31-15B1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433507118591101	1	WELL 62	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433507118591102	2	10N-15B3	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433507118591102	1	WELL 64	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433507118591102	3	23/31-15B3	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433509121595301	1	35011078	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-SEP-1994 00:00:00
USGS	433510119034001	1	WELL #3	OWNER	L	tiffany	16-OCT-2012 20:42:18	tiffany	16-OCT-2012 20:42:18
USGS	433512118555201	1	10P-7Q3	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433512118555201	2	23/32-7Q3	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433513118554401	2	23/32-7Q2	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433513118554401	1	WELL 96	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433517118555201	3	23/32-7Q1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433517118555201	2	10P-7Q1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433517118555201	1	WELL 95	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433517119000401	1	WELL 50	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433517119000401	2	23/31-9R1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433518119314201	1	CLARK NO.1	CLARK G.	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	433520119010801	3	23/31-9N1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433520119010801	2	10N-9N1	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433520119010801	1	WELL 49	USGS	Y	tiffany	05-DEC-2016 18:35:00	tiffany	05-DEC-2016 18:35:00
USGS	433527118560502	2	10P-7L2	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433527118560502	1	WELL 94	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433527118560502	3	23/32-7L2	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433530119191301	1	ELLIOT	BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	433530119191301	2	17120004006409	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:05:20	tiffany	22-JAN-2018 16:05:20
USGS	433531119034701	2	23/30-12J1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433531119034701	1	10L-12J1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433533118495201	1	WELL 100	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433533118495201	2	23/32-12G1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433533118560701	1	WELL 93	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433533118560701	2	10P-7L1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433533118560701	3	23/32-7L1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433537121310601	1	DEQ 783	ODEQ	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433537121310601	2	35000153	USGS	Y	tiffany	26-JUN-2001 22:28:11	tiffany	26-JUN-2001 22:28:11
USGS	433539117284800	1	17050110008829	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:05:20	tiffany	22-JAN-2018 16:05:20
USGS	433540119035001	1	WELL #1	OWNER	L	tiffany	16-OCT-2012 20:42:18	tiffany	16-OCT-2012 20:42:18
USGS	433540119035002	1	WELL #2	OWNER	L	tiffany	16-OCT-2012 20:42:18	tiffany	16-OCT-2012 20:42:18
USGS	433541118381801	1	WELL 134	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433541118381801	2	23/33-3Q1	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433544119025901	1	L51629	OR004	Y	tiffany	27-APR-2017 18:28:15	tiffany	27-APR-2017 18:28:15
USGS	433550118574803	1	10N-14A3	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433550118574803	2	23/31-14A3	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433553118551601	1	WELL 97	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433553118551601	2	23/32-8D1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433553119032501	2	23/31-7D1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433553119032501	1	WELL 43	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433554118522901	1	WELL 99	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433554118522901	2	23/32-10C1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433555121355801	1	DEQ 780	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433555121355801	2	35000059	USGS	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433604118572501	2	23/31-1N2	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433604118572501	1	WELL 31	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433607118572201	2	23/31-1N1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433607118572201	1	WELL 30	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433622118584101	2	23/31-2M1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433622118584101	1	WELL 33	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433622121310001	1	DEQ 1134	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433623121310001	1	DEQ 537	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433625118343601	2	141	PIPER, 1939	Y	tiffany	02-OCT-2018 17:50:30	tiffany	02-OCT-2018 17:50:30
USGS	433625118343601	1	17120001005220	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:05:20	tiffany	22-JAN-2018 16:05:20
USGS	433625121354401	1	DEQ 536	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433636119002901	2	23/31-4G1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433636119002901	1	WELL 37	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433640118595401	2	23/31-3D2	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433640118595401	1	10N-3D2	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433643119015901	2	23/31-5C1	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433643119015901	1	WELL 40	USGS	Y	tiffany	05-DEC-2016 18:34:59	tiffany	05-DEC-2016 18:34:59
USGS	433645118444301	2	23/32.5-2D1	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433645118444301	1	WELL 124	USGS	Y	tiffany	05-DEC-2016 18:35:02	tiffany	05-DEC-2016 18:35:02
USGS	433649118560201	2	23/32-6C1	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433649118560201	1	WELL 92	USGS	Y	tiffany	05-DEC-2016 18:35:01	tiffany	05-DEC-2016 18:35:01
USGS	433652121352701	1	DEQ 182	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433652121352701	2	35010289	USGS	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433703121305101	1	DEQ 1135	ODEQ	Y	tiffany	26-JUN-2001 22:28:12	tiffany	26-JUN-2001 22:28:12
USGS	433705118595401	1	WELL 5	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
USGS	433705118595401	2	9N-34N1	USGS	Y	tiffany	13-DEC-2016 17:14:34	tiffany	13-DEC-2016 17:14:34
