# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_netw_01  order by site_no' |# 02/19/2019 21:01:27, llorzol
#
agency_cd	site_no	netw_seq_nu	netw_cd	netw_begin_dt	netw_end_dt	analyses_tp	netw_src_cd	anal_agency_cd	netw_freq_cd	netw_meth_cd	netw_1_cd	netw_2_cd	netw_web_cd	netw_cn	netw_cr	netw_mn	netw_md
5s	15s	9n	2s	4s	4s	2s	5s	5s	1s	1s	1s	1s	1s	8s	25d	8s	25d
USGS	445808123055601	1	WL	1997			OR004		B		3		Y	tiffany	13-FEB-2002 17:48:06	tiffany	06-JUN-2003 14:42:32
USGS	445811122550001	1	WL	1999	2001		OR004		B		3		Y	tiffany	13-FEB-2002 17:48:01	tiffany	06-JUN-2003 14:42:30
USGS	445811122553801	1	WL	1999	2001		OR004		B		3		Y	tiffany	13-FEB-2002 17:48:02	tiffany	06-JUN-2003 14:42:27
USGS	445811122561901	1	WL	1999	2001		OR004		B		3		Y	tiffany	13-FEB-2002 17:48:03	tiffany	06-JUN-2003 14:42:30
USGS	445814122544501	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:39	tiffany	06-MAR-2003 18:26:39
USGS	445814122544501	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 18:26:40	tiffany	06-MAR-2003 18:26:40
USGS	445814122544501	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:40	tiffany	06-MAR-2003 18:26:40
USGS	445814122544502	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:41	tiffany	06-MAR-2003 18:26:41
USGS	445814122544502	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 18:26:42	tiffany	06-MAR-2003 18:26:42
USGS	445814122544502	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:42	tiffany	06-MAR-2003 18:26:42
USGS	445818121345801	1	QW	1973		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	445819122505601	1	WL	1997	2001		OR004		B		3		Y	tiffany	12-FEB-2002 22:50:41	tiffany	06-JUN-2003 14:42:30
USGS	445831123011101	1	WL	1948			OR004				4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	445848122565201	1	WL	1996	2000		OR004		B		3		Y	tiffany	13-FEB-2002 17:47:59	tiffany	06-JUN-2003 14:42:28
USGS	445855121051101	1	QW	1973		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	445903122585301	1	WL	1977			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	445907122451801	1	WL	1996			OR004		C		4		Y	tiffany	16-MAY-2003 15:10:55	tiffany	16-MAY-2003 15:10:55
USGS	445913123051101	1	WL	1997	1999		OR004		C		4		Y	tiffany	13-FEB-2002 17:48:05	tiffany	13-FEB-2002 17:48:05
USGS	445914122554801	1	WL	1998			OR004		B		3		Y	tiffany	13-FEB-2002 17:47:58	tiffany	06-JUN-2003 14:42:27
USGS	445918123050801	1	WL	1997			OR004		C		4		Y	tiffany	13-FEB-2002 17:48:05	tiffany	13-FEB-2002 17:48:05
USGS	445918123125901	1	WL	1965	1979		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 14:42:33
USGS	445923122462501	1	WL	1998			OR004		C		4		Y	tiffany	12-FEB-2002 22:50:40	tiffany	12-FEB-2002 22:50:40
USGS	445931117550201	1	WL	1963			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	445942122561801	1	WL	1962			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 14:42:27
USGS	450003123030401	1	WL	1929	1930		USGS		M		3		Y	tiffany	04-JUN-2003 14:14:46	tiffany	04-JUN-2003 14:14:46
USGS	450003123030401	2	WL	1935	1936		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:46	tiffany	04-JUN-2003 14:14:46
USGS	450003123030401	3	WL	1938	1962		OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:46	tiffany	04-JUN-2003 14:14:46
USGS	450014123522801	1	WL	1964			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450023123075401	1	WL	1997	2001		OR004		B		3		Y	tiffany	12-FEB-2002 22:50:39	tiffany	06-JUN-2003 14:42:32
USGS	450036122503001	1	WL	1999	2000		OR004				4		Y	tiffany	06-MAR-2003 17:21:36	tiffany	06-MAR-2003 17:21:36
USGS	450036122503001	2	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:36	tiffany	06-MAR-2003 17:21:36
USGS	450036122503001	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:36	tiffany	06-MAR-2003 17:21:36
USGS	450036122503002	1	WL	1999	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:38	tiffany	06-MAR-2003 17:21:38
USGS	450036122503101	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:34	tiffany	06-MAR-2003 17:21:34
USGS	450036122503101	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:34	tiffany	06-MAR-2003 17:21:34
USGS	450036122503101	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:35	tiffany	06-MAR-2003 17:21:35
USGS	450104122483301	1	WL	1999			OR004		B		3		Y	tiffany	12-FEB-2002 22:50:35	tiffany	06-JUN-2003 14:42:30
USGS	450122121173801	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450122122443601	1	WL	1997			OR004		B		3		Y	tiffany	12-FEB-2002 21:53:43	tiffany	05-JUN-2003 13:54:36
USGS	450122122581901	1	WL	1997	2001		OR004		B		3		Y	tiffany	04-JUN-2003 14:14:46	tiffany	04-JUN-2003 14:14:46
USGS	450136121241501	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450140122490701	1	WL	1999			OR004		C		4		Y	tiffany	12-FEB-2002 21:53:41	tiffany	12-FEB-2002 21:53:41
USGS	450141122490601	1	WL	1999			OR004		B		3		Y	tiffany	12-FEB-2002 21:53:41	tiffany	06-JUN-2003 14:42:30
USGS	450150122424401	1	WL	1997	1997		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:48	tiffany	06-JUN-2003 14:42:29
USGS	450157117575101	1	WL	1962			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450200122485301	1	WL	1997	2001		USGS		B		3		Y	tiffany	12-FEB-2002 21:53:40	tiffany	04-JUN-2003 14:14:46
USGS	450205123011201	1	WL	1997			OR004		B		3		Y	tiffany	12-FEB-2002 22:50:38	tiffany	05-JUN-2003 13:54:37
USGS	450207122594901	1	WL	1999	2001		OR004		B		3		Y	tiffany	12-FEB-2002 22:50:39	tiffany	06-JUN-2003 14:42:30
USGS	450216121405101	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450227123052701	1	WL	1997			OR004		B		3		Y	tiffany	04-JUN-2003 14:14:50	tiffany	06-JUN-2003 14:42:32
USGS	450246122564801	1	WL	1961			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:37
USGS	450300123121001	1	WL	1963			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 14:42:32
USGS	450328123054601	1	WL	1997	1998		OR004		B		3		Y	tiffany	12-FEB-2002 22:50:37	tiffany	06-JUN-2003 14:42:32
USGS	450328123054601	2	WL	2000	2001		OR004		B		3		Y	tiffany	12-FEB-2002 22:50:37	tiffany	06-JUN-2003 14:42:32
USGS	450338121265701	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450339122492801	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 21:53:37	tiffany	12-FEB-2002 21:53:37
USGS	450339122492802	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 21:53:38	tiffany	11-JUN-2003 17:27:29
USGS	450340122493401	1	WL	2000			OR004		B		4		Y	tiffany	12-FEB-2002 21:53:35	tiffany	12-FEB-2002 21:53:35
USGS	450340122493402	1	WL	2000			OR004		C		4		L	tiffany	12-FEB-2002 21:53:37	tiffany	12-FEB-2002 21:53:37
USGS	450340122493403	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 21:53:36	tiffany	12-FEB-2002 21:53:36
USGS	450340122493404	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 21:53:39	tiffany	12-FEB-2002 21:53:39
USGS	450341122493701	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 16:45:36	tiffany	12-FEB-2002 16:45:36
USGS	450341122493702	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 16:45:37	tiffany	12-FEB-2002 16:45:37
USGS	450423122514701	1	WL	1968			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	450423122573601	1	WL	1957			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:37
USGS	450451123031901	1	WL	1996	1999		OR004		C		4		Y	tiffany	13-SEP-2001 14:11:01	tiffany	16-MAY-2003 15:10:54
USGS	450452122444901	1	WL	1962			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	450457121245101	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450505123040801	1	WL	1962	1978		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450508121225001	1	QW	1974		B							Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450510122485401	1	WL	1997	2001		OR004		B		3		Y	tiffany	12-FEB-2002 16:45:30	tiffany	06-JUN-2003 14:42:30
USGS	450510122582901	1	WL	1997			OR004		B		3		Y	tiffany	12-FEB-2002 22:50:36	tiffany	05-JUN-2003 13:54:37
USGS	450602123251301	1	WL	1968			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450603122491601	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:37	tiffany	06-MAR-2003 18:26:37
USGS	450603122491601	2	WL	1999	2000		USGS		M		3		Y	tiffany	06-MAR-2003 18:26:38	tiffany	06-MAR-2003 18:26:38
USGS	450603122491601	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:38	tiffany	06-MAR-2003 18:26:38
USGS	450603122491602	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:34	tiffany	06-MAR-2003 18:26:34
USGS	450603122491602	2	WL	1999	1999		OR004		C		4		Y	tiffany	06-MAR-2003 18:26:35	tiffany	06-MAR-2003 18:26:35
USGS	450603122491602	3	WL	1999	2000		USGS		M		3		Y	tiffany	06-MAR-2003 18:26:35	tiffany	06-MAR-2003 18:26:35
USGS	450603122491602	4	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 18:26:36	tiffany	06-MAR-2003 18:26:36
USGS	450619123055701	1	WL	1959	1973		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450620122530501	1	WL	1930	1930		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:56	tiffany	04-JUN-2003 14:14:56
USGS	450620122530501	2	WL	1935	1936		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:56	tiffany	04-JUN-2003 14:14:56
USGS	450620122530501	3	WL	1938			OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:56	tiffany	04-JUN-2003 14:14:56
USGS	450623122484901	1	WL	1997			OR004		B		3		Y	tiffany	04-JUN-2003 14:14:46	tiffany	04-JUN-2003 14:14:46
USGS	450627122460401	1	WL	1996	2001		OR004		B		3		Y	tiffany	11-FEB-2002 22:27:36	tiffany	11-JUN-2003 15:41:25
USGS	450628122465801	1	WL	1999	2001		OR004		B		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	450632123102201	1	WL	1962	1979		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 17:10:15
USGS	450634122404601	1	WL	1996	2001		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:38	tiffany	04-JUN-2003 14:14:38
USGS	450634122404601	2	WL	2001			OR004		B		4		Y	tiffany	04-JUN-2003 14:14:38	tiffany	04-JUN-2003 14:14:38
USGS	450637123072001	1	WL	1962	1968		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450655123040601	1	WL	1963	1989		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	01-DEC-2003 14:02:53
USGS	450658123123701	1	WL	1996	2002		OR004		C		4		Y	tiffany	13-SEP-2001 14:11:01	tiffany	28-MAY-2003 14:43:42
USGS	450659123125101	1	WL	1962	1978		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 17:10:15
USGS	450733123034101	1	WL	1962	1978		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450740123074401	1	WL	1996			OR004		C		4		Y	tiffany	16-MAY-2003 15:10:56	tiffany	16-MAY-2003 15:10:56
USGS	450745123015801	1	WL	1997	2001		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:54	tiffany	04-JUN-2003 14:14:54
USGS	450757122470401	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:46	tiffany	06-MAR-2003 17:21:46
USGS	450757122470401	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:46	tiffany	06-MAR-2003 17:21:46
USGS	450757122470401	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:47	tiffany	06-MAR-2003 17:21:47
USGS	450757122470402	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:48	tiffany	06-MAR-2003 17:21:48
USGS	450757122470402	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:48	tiffany	06-MAR-2003 17:21:48
USGS	450757122470402	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:48	tiffany	06-MAR-2003 17:21:48
USGS	450758122470301	1	WL	1999	2000		USGS		I		3		Y	tiffany	06-MAR-2003 17:21:49	tiffany	06-MAR-2003 17:21:49
USGS	450758122590201	1	WL	1962			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	450801123001701	1	WL	1998	2001		OR004		B		3		Y	tiffany	12-FEB-2002 16:45:34	tiffany	06-JUN-2003 14:42:30
USGS	450807123065201	1	WL	1997	2001		USGS		B		3		Y	tiffany	19-FEB-2002 22:21:05	tiffany	04-JUN-2003 14:14:55
USGS	450807123065201	2	WL	2001			OR004		B		4		Y	tiffany	04-JUN-2003 14:14:55	tiffany	04-JUN-2003 14:14:55
USGS	450808123002601	1	WL	1997	1998		USGS		B		3		Y	tiffany	12-FEB-2002 16:45:35	tiffany	04-JUN-2003 14:14:46
USGS	450812119594501	1	WL	2009	2009		USGS		O				Y	tiffany	08-APR-2009 18:31:50	tiffany	08-APR-2009 18:31:50
USGS	450812122435101	1	WL	1962	1979		OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:38	tiffany	04-JUN-2003 14:14:38
USGS	450812122435101	2	WL	1996	2001		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:38	tiffany	04-JUN-2003 14:14:38
USGS	450813122350501	1	WL	1980	1986		OR004		S		4		Y	tiffany	26-MAR-2002 19:03:14	tiffany	26-MAR-2002 19:03:14
USGS	450813122350501	2	WL	1963	1979		OR004		Q		4		Y	tiffany	05-JUN-2003 13:54:32	tiffany	05-JUN-2003 13:54:32
USGS	450813122351601	1	WL	1963			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450826123082601	1	WL	1997			OR004		C		4		Y	tiffany	12-FEB-2002 16:45:36	tiffany	12-FEB-2002 16:45:36
USGS	450828123144001	1	WL	1947			OR004						Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	450829122512101	1	WL	1963	1986		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	450829123143801	1	WL	1929	1930		USGS		M		3		Y	tiffany	04-JUN-2003 14:14:55	tiffany	04-JUN-2003 14:14:55
USGS	450829123143801	2	WL	1935	1936		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:55	tiffany	04-JUN-2003 14:14:55
USGS	450829123143801	3	WL	1938			OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:55	tiffany	04-JUN-2003 14:14:55
USGS	450843123034901	1	WL	1962	1978		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450846122513501	1	WL	1963	1985		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2003 15:41:25
USGS	450851122575801	1	WL	1997	2001		OR004		C		4		Y	tiffany	12-FEB-2002 16:45:33	tiffany	16-MAY-2003 15:10:55
USGS	450851122580101	1	WL	1997			OR004		C		4		Y	tiffany	12-FEB-2002 16:45:33	tiffany	12-FEB-2002 16:45:33
USGS	450900122473501	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:45	tiffany	06-MAR-2003 17:21:45
USGS	450900122473501	2	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:45	tiffany	06-MAR-2003 17:21:45
USGS	450900122473601	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:42	tiffany	06-MAR-2003 17:21:42
USGS	450900122473601	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:43	tiffany	06-MAR-2003 17:21:43
USGS	450900122473601	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:43	tiffany	06-MAR-2003 17:21:43
USGS	450914122354101	1	WL	2000			OR004		C		4		Y	tiffany	12-FEB-2002 16:45:32	tiffany	12-FEB-2002 16:45:32
USGS	450921123091201	1	WL	1963	1978		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 17:10:15
USGS	450939122520901	1	WL	1965			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	450939122520901	2	WL	1995			OR004		C		4		Y	tiffany	16-MAY-2003 15:10:55	tiffany	16-MAY-2003 15:10:55
USGS	450958122580201	1	WL	1957			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	451017123070901	1	WL	1962	1979		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451018122370501	1	WL	1997	2001		USGS		B		3		Y	tiffany	12-FEB-2002 16:45:31	tiffany	05-JUN-2003 13:54:31
USGS	451028122544601	1	WL	1929	1930		USGS		M		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451028122544601	2	WL	1935	1936		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451028122544601	3	WL	1938	1962		OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451045123032701	1	WL	1962			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	06-JUN-2003 17:10:15
USGS	451048122420501	1	WL	1996	2002		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:41	tiffany	05-SEP-2007 17:00:00
USGS	451048122420501	2	WL	1993	2006		USGS		X		1		Y	tiffany	05-SEP-2007 17:00:00	tiffany	05-SEP-2007 17:00:01
USGS	451048122420501	3	WL	2002	2006		USGS		2		1		Y	tiffany	05-SEP-2007 17:00:01	tiffany	05-SEP-2007 17:00:01
USGS	451048122420501	4	WL	2007			USGS		A		1		Y	tiffany	05-SEP-2007 17:00:01	tiffany	05-SEP-2007 17:00:01
USGS	451048122420501	5	QW	1993		M	USGS	USGS	X		1		Y	tiffany	05-SEP-2007 17:00:01	tiffany	05-SEP-2007 17:00:01
USGS	451052122512501	1	WL	1960	1986		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:36
USGS	451056123563101	1	WL	1968			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451124122563801	1	WL	1957			USGS				4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	451125122264801	1	WL	1996	1999		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:40	tiffany	04-JUN-2003 14:14:40
USGS	451141122345501	1	WL	1996	2001		OR004		B		3		Y	tiffany	11-FEB-2002 22:13:07	tiffany	05-JUN-2003 13:54:33
USGS	451151123102201	1	WL	1962	1977		OR004		I		4		Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451210123070601	1	WL	1962	1978		OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	13-SEP-2001 14:11:02
USGS	451228122552701	1	WL	1957			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451241122183601	1	WL	1996	1998		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:41	tiffany	04-JUN-2003 14:14:41
USGS	451242122183601	1	WL	1997	1998		USGS		B		3		Y	tiffany	11-FEB-2002 22:38:05	tiffany	04-JUN-2003 14:14:41
USGS	451251122425901	1	WL	1965			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:33
USGS	451259122581101	1	WL	1997	2001		OR004		B		3		Y	tiffany	11-FEB-2002 22:13:09	tiffany	06-JUN-2003 14:42:29
USGS	451330122462101	1	WL	1998			OR004		B		4		Y	tiffany	11-FEB-2002 22:13:05	tiffany	11-FEB-2002 22:13:05
USGS	451332122551901	1	WL	1953			USGS				4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	451333122474901	1	WL	1997			OR004		B		4		Y	tiffany	11-FEB-2002 22:13:06	tiffany	11-FEB-2002 22:13:06
USGS	451340123043401	1	WL	1993	2002		USGS		X		1		Y	tiffany	05-SEP-2007 17:00:00	tiffany	05-SEP-2007 17:00:00
USGS	451340123043401	2	WL	2002	2006		USGS		2		1		Y	tiffany	05-SEP-2007 17:00:00	tiffany	05-SEP-2007 17:00:00
USGS	451340123043401	3	WL	2007			USGS		A		1		Y	tiffany	05-SEP-2007 17:00:00	tiffany	05-SEP-2007 17:00:00
USGS	451340123043401	4	QW	1993		M	USGS	USGS	X		1		Y	tiffany	05-SEP-2007 17:00:00	tiffany	05-SEP-2007 17:00:00
USGS	451349122454301	1	WL	1997	1998		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451352120535401	1	QW	1983		P	USGS	USGS			3		Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451354117532701	1	WL	1964			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451356122491501	1	WL	1999	2001		OR004		B		3		Y	tiffany	05-FEB-2002 22:45:43	tiffany	06-JUN-2003 14:42:30
USGS	451402122462501	1	WL	1998	2001		OR004		C		4		Y	tiffany	11-FEB-2002 22:13:04	tiffany	28-MAY-2003 14:44:27
USGS	451429122455301	1	WL	1998			OR004		B		3		Y	tiffany	11-FEB-2002 22:13:03	tiffany	06-JUN-2003 14:42:31
USGS	451437122453701	1	WL	1997	2002		OR004		C		4		Y	tiffany	16-MAY-2003 15:10:54	tiffany	28-MAY-2003 14:44:27
USGS	451438121110201	1	WL	1962			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451444122524601	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:41	tiffany	06-MAR-2003 17:21:41
USGS	451444122524601	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:41	tiffany	06-MAR-2003 17:21:41
USGS	451444122524601	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:41	tiffany	06-MAR-2003 17:21:41
USGS	451444122524701	1	WL	1999	1999		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:39	tiffany	06-MAR-2003 17:21:39
USGS	451444122524701	2	WL	2000	2000		USGS		M		3		Y	tiffany	06-MAR-2003 17:21:39	tiffany	06-MAR-2003 17:21:39
USGS	451444122524701	3	WL	2000	2000		USGS		F		3		Y	tiffany	06-MAR-2003 17:21:39	tiffany	06-MAR-2003 17:21:39
USGS	451444122524701	4	WL	1999	2002		OR004		C		4		Y	tiffany	06-MAR-2003 17:21:40	tiffany	06-MAR-2003 17:21:40
USGS	451447122502101	1	WL	1965			OR004		Q		4		Y	nwis	04-NOV-1998 00:00:00	tiffany	05-JUN-2003 13:54:35
USGS	451447122502101	2	WL	1997			OR004		C		4		Y	tiffany	20-MAY-2003 20:30:05	tiffany	20-MAY-2003 20:30:05
USGS	451451123064401	1	WL	1962			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451454122502401	1	WL	1997	1998		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451457122491401	1	WL	1958			USGS				4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	451509122580901	1	WL	1997	1998		OR004		B		3		Y	tiffany	11-FEB-2002 22:13:08	tiffany	05-JUN-2003 13:54:36
USGS	451514122504401	1	WL	1997			OR004		B		3		Y	tiffany	05-FEB-2002 22:45:42	tiffany	06-JUN-2003 14:42:30
USGS	451517122562501	1	WL	1957			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	451520122340000	1	WL	1996	1999		USGS		B		3		Y	tiffany	04-JUN-2003 14:14:41	tiffany	04-JUN-2003 14:14:41
USGS	451520122410801	1	WL	1959			OR004				4		Y	nwis	04-NOV-1998 00:00:00	nwis	28-APR-1993 00:00:00
USGS	451523123024401	1	WL	1997	2001		USGS		B		3		Y	tiffany	11-FEB-2002 22:13:10	tiffany	04-JUN-2003 14:14:54
USGS	451523123024401	2	WL	2001			OR004		B		4		Y	tiffany	04-JUN-2003 14:14:54	tiffany	04-JUN-2003 14:14:54
USGS	451526122463701	1	WL	1929	1930		USGS		M		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451526122463701	2	WL	1935	1936		USGS		W		3		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
USGS	451526122463701	3	WL	1938	1962		OR004		Q		4		Y	tiffany	04-JUN-2003 14:14:45	tiffany	04-JUN-2003 14:14:45
