# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_geoh_01 order by site_no, geoh_seq_nu' |# 02/19/2019 21:01:04, llorzol
#
agency_cd	site_no	geoh_seq_nu	lith_cd	lith_top_va	lith_bottom_va	lith_unit_cd	lith_ds	contrib_unit_cd	geoh_web_cd	geoh_cn	geoh_cr	geoh_mn	geoh_md
USGS	452025122255001	1	ALVM	    0.00	   69.00	110ALVM		Q	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2002 16:43:28
USGS	452026119294701	1	BLSC	    0.00	    9.00	110ALVM		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452026119294701	2	BSLT	    9.00		122GDRD	BLACK,GRN CLSN	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452027122380701	1				122CBRV		P	Y	tiffany	06-MAR-2002 16:34:10	tiffany	06-MAR-2002 16:34:10
USGS	452035119325401	1	BSLT	    5.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	25-MAR-1986 00:00:00
USGS	452037117563401	1	SGVC	    0.00		100VLFL		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452041119211501	1	BSLT	   13.00		122GDRD	BLACK,BROKEN	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452044118024101	1	SGVC	    0.00		100VLFL	CEMENTED LAYERS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452048119454301	1	BSLT	    9.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452052119232901	1	BSLT	   12.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452053119284801	1	BSLT	   12.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452053119284901	1	GRCL	   14.00	   28.00	122ELBG	BROWN CLAY	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452053119284901	2	BSLT	   28.00		122GDRD	GREY W/INTERBEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452055118022201	1	SGVC	    0.00		100VLFL	CEMENTED LAYERS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452102122231701	1				100VLFL		P	Y	tiffany	04-MAR-2002 18:22:54	tiffany	04-MAR-2002 18:22:54
USGS	452105122503701	1	CLAY	       0	      15	112FLVC		U	Y	tiffany	05-MAR-2002 22:05:01	tiffany	15-DEC-2005 17:42:38
USGS	452105122503701	2	CLSD	      15	      47	112FLVC		U	Y	tiffany	12-SEP-2005 18:08:22	tiffany	15-DEC-2005 17:42:39
USGS	452105122503701	3	CLSN	      47	      83	112FLVC		U	Y	tiffany	12-SEP-2005 18:08:22	tiffany	15-DEC-2005 17:42:39
USGS	452105122503701	4	BSLT	      83	     255	122WTRW		U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	5	BSLT	     255	     317	122ORTL	FLOW 1	U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	6	BSLT	     317	     360	122ORTL	FLOW 2	U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	7	BSLT	     360	     430	122UTNM		U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	8	BSLT	     430	     475	122GRCK		U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	9	BSLT	     475	     522	122WPSL	FLOW 1	U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	10	BSLT	     522	     560	122WPSL	FLOW 2	U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452105122503701	11	BSLT	     560		122WPSL	FLOW 3	U	Y	tiffany	12-SEP-2005 18:08:23	tiffany	12-SEP-2005 18:08:23
USGS	452106117492401	1	SGVC	    0.00	  579.00	100VLFL	CEMENTED LAYERS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452113122493001	1	CLSN	       0	      30	110ALVM		U	Y	tiffany	19-FEB-2002 22:21:15	tiffany	12-SEP-2005 19:58:42
USGS	452113122493001	2	BSLT	      30	      65	122STLB		U	Y	tiffany	12-SEP-2005 19:58:42	tiffany	12-SEP-2005 19:58:42
USGS	452113122493001	3	BSLT	      65	     139	122WTRW	FLOW 1	U	Y	tiffany	12-SEP-2005 19:58:42	tiffany	12-SEP-2005 19:58:42
USGS	452113122493001	4	BSLT	     139	     241	122WTRW	FLOW 2	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	5	BSLT	     241	     303	122ORTL	FLOW 1	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	6	BSLT	     303	     347	122ORTL	FLOW 2	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	7	BSLT	     347	     396	122UTNM		U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	8	BSLT	     396	     441	122GRCK	FLOW 1	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	9	BSLT	     441	     493	122GRCK	FLOW 2	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	10	BSLT	     493	     529	122WPSL	FLOW 1	U	Y	tiffany	12-SEP-2005 19:58:43	tiffany	12-SEP-2005 19:58:43
USGS	452113122493001	11	BSLT	     529	     642	122WPSL	FLOW 2	U	Y	tiffany	12-SEP-2005 19:58:44	tiffany	12-SEP-2005 19:58:44
USGS	452113122493001	12	BSLT	     642	     862	122WPSL	FLOW 3	U	Y	tiffany	12-SEP-2005 19:58:44	tiffany	12-SEP-2005 19:58:44
USGS	452113122493001	13	BSLT	     862	    1014	122DNYG		U	Y	tiffany	12-SEP-2005 19:58:44	tiffany	12-SEP-2005 19:58:44
USGS	452113122493001	14	SLSN	    1014		122ELBG		U	Y	tiffany	12-SEP-2005 19:58:44	tiffany	12-SEP-2005 19:58:44
USGS	452118122545001	1				122CBRV		P	Y	tiffany	06-MAR-2002 15:20:24	tiffany	06-MAR-2002 15:20:24
USGS	452119122544001	1				122CBRV		P	Y	tiffany	06-MAR-2002 16:34:10	tiffany	06-MAR-2002 16:34:10
USGS	452122121081101	2	BSLT	    1.00	   78.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452122121081101	3	CLAY	   78.00	   95.00	122VNTG	LT BROWN	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452122121081101	4	BSLT	   45.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452122121081101	5	BSLT	    1.00	   95.00	122WNPM	FSPG, VNTG	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452123122471501	1	CLAY	    0.00	   33.00	122GNKG		N	Y	tiffany	19-NOV-2004 17:23:02	tiffany	19-NOV-2004 17:23:02
USGS	452123122471501	2	BSLT	   33.00	   49.00	122GNKG		N	Y	tiffany	19-NOV-2004 17:23:02	tiffany	19-NOV-2004 17:23:02
USGS	452123122471501	3	CLSN	   49.00	   70.00	122VNTG		N	Y	tiffany	19-NOV-2004 17:23:02	tiffany	19-NOV-2004 17:23:02
USGS	452123122471501	4	BSLT	   70.00	  144.00	122STLB		N	Y	tiffany	19-NOV-2004 17:23:02	tiffany	19-NOV-2004 17:23:02
USGS	452123122471501	5	CLSN	  144.00	  153.00	122ELBG		N	Y	tiffany	19-NOV-2004 17:23:02	tiffany	19-NOV-2004 17:23:02
USGS	452123122471501	6	BSLT	  153.00	  206.00	122WTRW	FLOW 1	N	Y	tiffany	19-NOV-2004 17:23:03	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	7	BSLT	  206.00	  296.00	122WTRW	FLOW 2	N	Y	tiffany	19-NOV-2004 17:23:03	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	8	BSLT	  296.00	  335.00	122WTRW	FLOW 3	N	Y	tiffany	19-NOV-2004 17:23:03	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	9	BSLT	  335.00	  434.00	122ORTL		N	Y	tiffany	19-NOV-2004 17:23:03	tiffany	19-NOV-2004 17:23:03
USGS	452123122471501	10	BSLT	  434.00	  490.00	122UTNM		N	Y	tiffany	19-NOV-2004 17:23:03	tiffany	19-NOV-2004 17:23:03
USGS	452123122471501	11	BSLT	  490.00	  549.00	122GRCK	FLOW 1	S	Y	tiffany	19-NOV-2004 17:23:03	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	12	BSLT	  549.00	  626.00	122GRCK	FLOW 2	S	Y	tiffany	19-NOV-2004 17:23:03	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	13	BSLT	  626.00	  667.00	122WPSL	FLOW 1	S	Y	tiffany	19-NOV-2004 17:23:04	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	14	BSLT	  667.00	  735.00	122WPSL	FLOW 2	S	Y	tiffany	19-NOV-2004 17:23:04	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	15	BSLT	  735.00	  923.00	122WPSL	FLOW 3	S	Y	tiffany	19-NOV-2004 17:23:04	tiffany	15-DEC-2005 18:11:17
USGS	452123122471501	16	BSLT	  923.00	    1060	122WPSL	FLOW 4	S	Y	tiffany	19-NOV-2004 17:23:04	tiffany	26-SEP-2006 19:46:23
USGS	452123122471501	17	BSLT	    1060		122DNYG		S	Y	tiffany	26-SEP-2006 19:46:23	tiffany	26-SEP-2006 19:46:23
USGS	452124122593201	1	CLAY	       0	      11	122CBRV		U	Y	tiffany	26-SEP-2005 18:48:05	tiffany	15-DEC-2005 18:11:21
USGS	452124122593201	2	SNDS	      11	      23	122CBRV		U	Y	tiffany	26-SEP-2005 18:48:05	tiffany	15-DEC-2005 18:11:21
USGS	452124122593201	3	BSLT	      23	     103	122WTRW	FLOW 1	U	Y	tiffany	26-SEP-2005 18:48:06	tiffany	26-SEP-2005 18:48:06
USGS	452124122593201	4	BSLT	     103	     160	122WTRW	FLOW 2	U	Y	tiffany	26-SEP-2005 18:48:06	tiffany	26-SEP-2005 18:48:06
USGS	452124122593201	5	CLSN	     160	     170	122ELBG	AND SCORIA	U	Y	tiffany	26-SEP-2005 18:48:07	tiffany	26-SEP-2005 18:48:07
USGS	452124122593201	6	BSLT	     170	     300	122ORTL		U	Y	tiffany	26-SEP-2005 18:48:07	tiffany	26-SEP-2005 18:48:07
USGS	452124122593201	7	BSLT	     300	     425	122WPSL	FLOW 1	U	Y	tiffany	26-SEP-2005 18:48:07	tiffany	15-DEC-2005 18:11:21
USGS	452124122593201	8	BSLT	     425	     541	122WPSL	FLOW 2	U	Y	tiffany	26-SEP-2005 18:48:08	tiffany	15-DEC-2005 18:11:21
USGS	452124122593201	9	CLSN	     541		122ELBG		U	Y	tiffany	26-SEP-2005 18:48:08	tiffany	26-SEP-2005 18:48:08
USGS	452130122384001	1	CLAY	       0	       3	122CBRV		U	Y	tiffany	26-SEP-2005 18:26:39	tiffany	08-DEC-2005 19:56:04
USGS	452130122384001	2	BSLT	       3	     350	122CBRV		U	Y	tiffany	26-SEP-2005 18:26:39	tiffany	26-SEP-2005 18:26:39
USGS	452130122384001	3	BSLT	     350	     462	122WTRW		U	Y	tiffany	26-SEP-2005 18:26:39	tiffany	26-SEP-2005 18:26:39
USGS	452130122384001	4	SDMN	     462	     465	122ELBG		U	Y	tiffany	26-SEP-2005 18:26:40	tiffany	26-SEP-2005 18:26:40
USGS	452130122384001	5	BSLT	     465	     524	122ORTL		U	Y	tiffany	26-SEP-2005 18:26:40	tiffany	26-SEP-2005 18:26:40
USGS	452130122384001	6	SDMN	     524	     529	122ELBG		U	Y	tiffany	26-SEP-2005 18:26:40	tiffany	08-DEC-2005 19:56:04
USGS	452130122384001	7	BSLT	     529	     583	122UTNM		U	Y	tiffany	26-SEP-2005 18:26:41	tiffany	08-DEC-2005 19:56:04
USGS	452130122384001	8	BSLT	     583	     620	124TMKV	FLOW 1	U	Y	tiffany	26-SEP-2005 18:26:41	tiffany	26-SEP-2005 18:26:41
USGS	452130122384001	9	BSLT	     620	     670	124TMKV	FLOW 2	U	Y	tiffany	26-SEP-2005 18:26:41	tiffany	26-SEP-2005 18:26:41
USGS	452130122384001	10	BSLT	     670		124TMKV	FLOW 3	U	Y	tiffany	26-SEP-2005 18:26:42	tiffany	26-SEP-2005 18:26:42
USGS	452131119324601	1	CLSN	    3.00	   25.00	110ALVM	YELLOW	N	Y	nwis	04-NOV-1998 00:00:00	tiffany	12-JAN-2005 19:22:41
USGS	452131119324601	2	BSLT	   25.00		122GDRD	GREY,HARD	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452131122384001	1	CLAY	       0	      43	122CBRV		U	Y	tiffany	26-SEP-2005 18:13:53	tiffany	15-DEC-2005 16:23:32
USGS	452131122384001	2	SNDS	      43	      73	122CBRV		U	Y	tiffany	26-SEP-2005 18:13:53	tiffany	15-DEC-2005 16:23:32
USGS	452131122384001	3	BSLT	      73	     395	122CBRV		U	Y	tiffany	26-SEP-2005 18:13:54	tiffany	26-SEP-2005 18:13:54
USGS	452131122384001	4	BSLT	     395	     495	122UTNM		U	Y	tiffany	26-SEP-2005 18:13:54	tiffany	15-DEC-2005 16:23:32
USGS	452131122384001	5	BSLT	     495	     530	122GDRD		U	Y	tiffany	26-SEP-2005 18:13:54	tiffany	15-DEC-2005 16:23:32
USGS	452131122384001	6	SHLE	     530	     550	123EOCN		U	Y	tiffany	26-SEP-2005 18:13:55	tiffany	26-SEP-2005 18:13:55
USGS	452131122384001	7	BSLT	     550		124TMKV		U	Y	tiffany	26-SEP-2005 18:13:55	tiffany	26-SEP-2005 18:13:55
USGS	452132120471801	1	BSLT	    2.00	  234.00	122FSPG	SS 44-67 FT	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452132120471801	2	CLAY	  234.00	  303.00	122VNTG	BL, BRN, GRN, WH	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452132120471801	3	BSLT	  303.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452133120471801	1	BSLT	    3.00	  240.00	122FSPG	BRN CL 22-32 FT.	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452133120471801	2	CLAY	  240.00	  285.00	122VNTG	W/BRKN BSLT	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452133120471801	3	BSLT	  285.00		122GDRD		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452145122525301	1				122CBRV		P	Y	tiffany	06-MAR-2002 15:20:23	tiffany	06-MAR-2002 15:20:23
USGS	452146117595701	1	SGVC	    0.00		100VLFL	CEMENTED LAYERS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452148119220801	1	GRVL	    5.00	   17.00	122ELBG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452148119220801	2	BSLT	   17.00		122GDRD	69-160FT 122ELBG	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452148121101501	1	BSLT	    8.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:18
USGS	452149121085601	1	BSLT	   19.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:18
USGS	452152122433301	1	CLAY	       0	       6	122WTRW		U	Y	tiffany	26-SEP-2005 17:55:11	tiffany	15-DEC-2005 16:23:31
USGS	452152122433301	2	BSLT	       6	      58	122WTRW	FLOW 1	U	Y	tiffany	26-SEP-2005 17:55:12	tiffany	26-SEP-2005 17:55:12
USGS	452152122433301	3	BSLT	      58	     130	122WTRW	FLOW 2	U	Y	tiffany	26-SEP-2005 17:55:12	tiffany	26-SEP-2005 17:55:12
USGS	452152122433301	4	BSLT	     130	     255	122ORTL		U	Y	tiffany	26-SEP-2005 17:55:13	tiffany	15-DEC-2005 16:23:31
USGS	452152122433301	5	BSLT	     255	     308	122UTNM		U	Y	tiffany	26-SEP-2005 17:55:13	tiffany	15-DEC-2005 16:23:31
USGS	452152122433301	6	BSLT	     308	     355	122GRCK	FLOW 1	U	Y	tiffany	26-SEP-2005 17:55:14	tiffany	26-SEP-2005 17:55:14
USGS	452152122433301	7	BSLT	     355		122GRCK	FLOW 2	U	Y	tiffany	26-SEP-2005 17:55:14	tiffany	26-SEP-2005 17:55:14
USGS	452200118053301	1	SGVC	    0.00		100VLFL		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452201120021901	1	BSLT	   15.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452201120464101	1	BSLT	   13.00	  207.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452201120464101	2	CLAY	  207.00	  222.00	122VNTG	PINK & GRAY	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452201120464101	3	BSLT	  222.00		122GDRD	3 ZONES SEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452201120464101	4	BSLT	   13.00	  222.00	122WNPM	FSPG,VNTG	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452209122415001	1	CLAY	       0	     161	112FLVC		U	Y	tiffany	26-SEP-2005 17:41:21	tiffany	26-SEP-2005 17:41:21
USGS	452209122415001	2	CLAY	     161	     232	122GDRD		U	Y	tiffany	26-SEP-2005 17:41:21	tiffany	26-SEP-2005 17:41:21
USGS	452209122415001	3	BSLT	     232	     252	122GDRD		U	Y	tiffany	26-SEP-2005 17:41:22	tiffany	13-DEC-2005 21:29:58
USGS	452209122415001	4	BSLT	     252		122WPSL		U	Y	tiffany	26-SEP-2005 17:41:22	tiffany	13-DEC-2005 21:29:59
USGS	452211120024001	1	BSLT	    3.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452220122574801	1				122CBRV		P	Y	tiffany	06-MAR-2002 15:20:23	tiffany	06-MAR-2002 15:20:23
USGS	452222122145301	1	GRCM	    0.00		110ALVM	QW U NONE;CLAY 71;GRCM 11;B	Q	Y	nwis	04-NOV-1998 00:00:00	tiffany	05-NOV-1999 19:01:45
USGS	452224122542001	1	SOIL	       0	      25	122CBRV		U	Y	tiffany	12-SEP-2005 17:44:32	tiffany	15-DEC-2005 17:42:38
USGS	452224122542001	2	CLAY	      25	      35	122CBRV		U	Y	tiffany	12-SEP-2005 17:44:32	tiffany	15-DEC-2005 17:42:38
USGS	452224122542001	3	BSLT	      35	     140	122GNKG		U	Y	tiffany	12-SEP-2005 17:44:32	tiffany	12-SEP-2005 17:44:32
USGS	452224122542001	4	BSLT	     140	     182	122STLB		U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	12-SEP-2005 17:44:33
USGS	452224122542001	5	BSLT	     182	     210	122WTRW	FLOW 1	U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	12-SEP-2005 17:44:33
USGS	452224122542001	6	BSLT	     210	     320	122WTRW	FLOW 2	U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	12-SEP-2005 17:44:33
USGS	452224122542001	7	BSLT	     320	     375	122WTRW	FLOW 3	U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	12-SEP-2005 17:44:33
USGS	452224122542001	8	BSLT	     375	     465	122ORTL	FLOW 1	U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	12-SEP-2005 17:44:33
USGS	452224122542001	9	BSLT	     465	     540	122ORTL	FLOW 2, GROUSE CREEK ?	U	Y	tiffany	12-SEP-2005 17:44:33	tiffany	15-DEC-2005 17:42:38
USGS	452224122542001	10	SDMN	     540	     542	122ELBG		U	Y	tiffany	12-SEP-2005 17:44:34	tiffany	12-SEP-2005 17:44:34
USGS	452224122542001	11	BSLT	     542	     570	122GRCK		U	Y	tiffany	12-SEP-2005 17:44:34	tiffany	12-SEP-2005 17:44:34
USGS	452224122542001	12	BSLT	     570	     910	122WPSL	FLOW 1	U	Y	tiffany	12-SEP-2005 17:44:34	tiffany	12-SEP-2005 17:44:34
USGS	452224122542001	13	BSLT	     910	     960	122WPSL	FLOW 2	U	Y	tiffany	12-SEP-2005 17:44:34	tiffany	12-SEP-2005 17:44:34
USGS	452224122542001	14	BSLT	     960		122GDRD		U	Y	tiffany	12-SEP-2005 17:44:34	tiffany	12-SEP-2005 17:44:34
USGS	452228119350801	1	BSLT	   25.00		122GDRD	8 ZONES W/TALL	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452229121104001	2	BSLT	   15.00	  122.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452229121104001	3	CLAY	  122.00	  130.00	122VNTG	BROWN	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452229121104001	4	BSLT	  130.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452229121104001	5	BSLT	   15.00	  130.00	122WNPM	FSPG, VNTG	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452231121175401	1		  185.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:18
USGS	452231121181501	1	BSLT	  160.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:18
USGS	452233119323901	1	GRVL	    5.00	    8.00	122ELBG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452233119323901	2	BSLT	    8.00		122GDRD	W/SOME CLAY BEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452233119351901	1	BSLT	   15.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452235119352201	1	BSLT	   22.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452235120024001	1	GRVL	    0.00	   12.00	110ALVM	SOIL 0-4 FT	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452235120024001	2	BSLT	   12.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452236122420901	1	SGVC	       0	     307	112FLVC		U	Y	tiffany	26-SEP-2005 17:28:43	tiffany	26-SEP-2005 17:28:43
USGS	452236122420901	2	BSLT	     307	     326	122SDHW		U	Y	tiffany	26-SEP-2005 17:28:43	tiffany	08-DEC-2005 18:47:17
USGS	452236122420901	3	BSLT	     326		122WPSL		U	Y	tiffany	26-SEP-2005 17:28:43	tiffany	08-DEC-2005 18:47:18
USGS	452237119325701	1	BSLT	   11.00		122GDRD	W/SOME CLAY BEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452238117133901	1	BLSD	    0.00		110ALVM	AND GRVL	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452238121173601	1	BSLT	  110.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:18
USGS	452240122430901	1	CLSD	       0	     308	112FLVC		U	Y	tiffany	26-SEP-2005 17:16:55	tiffany	26-SEP-2005 17:16:55
USGS	452240122430901	2	BSLT	     308	     630	122WPSL		U	Y	tiffany	26-SEP-2005 17:16:55	tiffany	26-SEP-2005 17:16:55
USGS	452240122430901	3	BSLT	     630	     720	122WPSL	PILLOW LOBE	U	Y	tiffany	26-SEP-2005 17:16:56	tiffany	26-SEP-2005 17:16:56
USGS	452240122430901	4	SLSN	     720		123MRINO		U	Y	tiffany	26-SEP-2005 17:16:56	tiffany	26-SEP-2005 17:16:56
USGS	452242121121901	1	BSLT	    6.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:19
USGS	452247122183401	1		       0	     167	121TRDL		N	Y	tiffany	05-MAR-2002 18:22:15	tiffany	05-MAR-2002 18:22:15
USGS	452247122183401	2		     167	     885	121SDRV		S	Y	tiffany	05-MAR-2002 18:22:16	tiffany	05-MAR-2002 18:22:16
USGS	452247122183401	3		     885		122CBRV		P	Y	tiffany	05-MAR-2002 18:22:16	tiffany	05-MAR-2002 18:22:16
USGS	452249122430901	1				100VLFL		P	Y	tiffany	05-FEB-2002 22:45:43	tiffany	05-FEB-2002 22:45:43
USGS	452250119353901	1	GRCL	    3.00	   13.00	110ALVM		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452250119353901	2	BSLT	   13.00		122GDRD	CLSN 496-525FT	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452256122530801	1				122CBRV		P	Y	tiffany	06-MAR-2002 15:20:23	tiffany	06-MAR-2002 15:20:23
USGS	452259120274501	1	BSLT	    3.00	  335.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452259120274501	2	ROCK	  335.00	  341.00	122VNTG	BLK, & BRN CLSN	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452259120274501	3	BSLT	  341.00		122GDRD	&CLSN 845-852	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452259120274501	4	BSLT	  335.00		122WNPM	FSPG, VNTG	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452304121073001	2	SHLE	    4.00	   16.00	122VNTG	+CLAY +BSLT?	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452304121073001	3	BSLT	   16.00		122GDRD	W/ZONES SEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452304121073001	4	SHLE	    4.00	   16.00	122WNPM	VNTG	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452305119355401	1	BSLT	   23.00		122GDRD	CLST 70-108 FEET	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	452310120001101	1	BSLT	    3.00	  172.00	122FSPG	RED ZONE 150-172	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
